year,round,ConstructorId,points,status
2010,4,ferrari,12,Finished
2010,4,renault,10,Finished
2010,4,red_bull,8,Finished
2010,4,renault,6,Finished
2010,4,red_bull,4,Finished
2010,4,ferrari,2,Finished
2010,4,mercedes,1,Finished
2010,4,force_india,0,Finished
2010,4,williams,0,Finished
2010,4,toro_rosso,0,Finished
2010,4,lotus_racing,0,+1 Lap
2010,4,williams,0,+1 Lap
2010,4,hrt,0,+2 Laps
2010,4,hrt,0,+4 Laps
2010,4,lotus_racing,0,Hydraulics
2010,4,virgin,0,Clutch
2010,4,sauber,0,Technical
2010,4,toro_rosso,0,Accident
2010,4,sauber,0,Accident
2010,4,force_india,0,Accident
2010,4,virgin,0,Engine
2011,4,red_bull,25,Finished
2011,4,red_bull,18,Finished
2011,4,ferrari,15,Finished
2011,4,mclaren,12,Finished
2011,4,mercedes,10,Finished
2011,4,mclaren,8,Finished
2011,4,renault,6,Finished
2011,4,renault,4,Finished
2011,4,toro_rosso,2,Finished
2011,4,sauber,1,Finished
2011,4,ferrari,0,Finished
2011,4,mercedes,0,Finished
2011,4,force_india,0,+1 Lap
2011,4,sauber,0,+1 Lap
2011,4,williams,0,+1 Lap
2011,4,toro_rosso,0,+1 Lap
2011,4,williams,0,+1 Lap
2011,4,lotus_racing,0,+1 Lap
2011,4,lotus_racing,0,+2 Laps
2011,4,virgin,0,+2 Laps
2011,4,hrt,0,+3 Laps
2011,4,hrt,0,+5 Laps
2011,4,force_india,0,Retired
2011,4,virgin,0,Gearbox
2012,4,red_bull,25,Finished
2012,4,lotus_f1,18,Finished
2012,4,lotus_f1,15,Finished
2012,4,red_bull,12,Finished
2012,4,mercedes,10,Finished
2012,4,force_india,8,Finished
2012,4,ferrari,6,Finished
2012,4,mclaren,4,Finished
2012,4,ferrari,2,Finished
2012,4,mercedes,1,Finished
2012,4,sauber,0,Finished
2012,4,force_india,0,Finished
2012,4,sauber,0,Finished
2012,4,toro_rosso,0,Finished
2012,4,toro_rosso,0,+1 Lap
2012,4,caterham,0,+1 Lap
2012,4,caterham,0,+1 Lap
2012,4,mclaren,0,Exhaust
2012,4,marussia,0,+2 Laps
2012,4,hrt,0,+2 Laps
2012,4,hrt,0,+2 Laps
2012,4,williams,0,Vibrations
2012,4,williams,0,Puncture
2012,4,marussia,0,Engine
2013,4,red_bull,25,Finished
2013,4,lotus_f1,18,Finished
2013,4,lotus_f1,15,Finished
2013,4,force_india,12,Finished
2013,4,mercedes,10,Finished
2013,4,mclaren,8,Finished
2013,4,red_bull,6,Finished
2013,4,ferrari,4,Finished
2013,4,mercedes,2,Finished
2013,4,mclaren,1,Finished
2013,4,williams,0,Finished
2013,4,sauber,0,Finished
2013,4,force_india,0,Finished
2013,4,williams,0,Finished
2013,4,ferrari,0,Finished
2013,4,toro_rosso,0,+1 Lap
2013,4,caterham,0,+1 Lap
2013,4,sauber,0,+1 Lap
2013,4,marussia,0,+1 Lap
2013,4,marussia,0,+1 Lap
2013,4,caterham,0,+2 Laps
2013,4,toro_rosso,0,Puncture
2014,4,mercedes,25,Finished
2014,4,mercedes,18,Finished
2014,4,ferrari,15,Finished
2014,4,red_bull,12,Finished
2014,4,red_bull,10,Finished
2014,4,force_india,8,Finished
2014,4,williams,6,Finished
2014,4,ferrari,4,Finished
2014,4,force_india,2,Finished
2014,4,toro_rosso,1,+1 Lap
2014,4,mclaren,0,+1 Lap
2014,4,toro_rosso,0,+1 Lap
2014,4,mclaren,0,+1 Lap
2014,4,lotus_f1,0,+1 Lap
2014,4,williams,0,+1 Lap
2014,4,sauber,0,+1 Lap
2014,4,marussia,0,+1 Lap
2014,4,caterham,0,+1 Lap
2014,4,marussia,0,+2 Laps
2014,4,caterham,0,+2 Laps
2014,4,lotus_f1,0,Gearbox
2014,4,sauber,0,Engine
2015,4,mercedes,25,Finished
2015,4,ferrari,18,Finished
2015,4,mercedes,15,Finished
2015,4,williams,12,Finished
2015,4,ferrari,10,Finished
2015,4,red_bull,8,Finished
2015,4,lotus_f1,6,Finished
2015,4,force_india,4,+1 Lap
2015,4,red_bull,2,+1 Lap
2015,4,williams,1,+1 Lap
2015,4,mclaren,0,+1 Lap
2015,4,sauber,0,+1 Lap
2015,4,force_india,0,+1 Lap
2015,4,sauber,0,+1 Lap
2015,4,lotus_f1,0,+1 Lap
2015,4,manor,0,+2 Laps
2015,4,manor,0,+3 Laps
2015,4,toro_rosso,0,Electrical
2015,4,toro_rosso,0,Engine
2015,4,mclaren,0,ERS
2016,4,mercedes,25,Finished
2016,4,mercedes,18,Finished
2016,4,ferrari,15,Finished
2016,4,williams,12,Finished
2016,4,williams,10,Finished
2016,4,mclaren,8,+1 Lap
2016,4,renault,6,+1 Lap
2016,4,haas,4,+1 Lap
2016,4,force_india,2,+1 Lap
2016,4,mclaren,1,+1 Lap
2016,4,red_bull,0,+1 Lap
2016,4,toro_rosso,0,+1 Lap
2016,4,renault,0,+1 Lap
2016,4,sauber,0,+1 Lap
2016,4,red_bull,0,+1 Lap
2016,4,sauber,0,+1 Lap
2016,4,haas,0,+1 Lap
2016,4,manor,0,+2 Laps
2016,4,toro_rosso,0,Power Unit
2016,4,ferrari,0,Collision
2016,4,force_india,0,Collision
2016,4,manor,0,Collision
2017,4,mercedes,25,Finished
2017,4,ferrari,18,Finished
2017,4,ferrari,15,Finished
2017,4,mercedes,12,Finished
2017,4,red_bull,10,Finished
2017,4,force_india,8,Finished
2017,4,force_india,6,Finished
2017,4,renault,4,Finished
2017,4,williams,2,+1 Lap
2017,4,toro_rosso,1,+1 Lap
2017,4,williams,0,+1 Lap
2017,4,toro_rosso,0,+1 Lap
2017,4,haas,0,+1 Lap
2017,4,mclaren,0,+1 Lap
2017,4,sauber,0,+1 Lap
2017,4,sauber,0,+2 Laps
2017,4,red_bull,0,Brakes
2017,4,renault,0,Collision
2017,4,haas,0,Collision
2017,4,mclaren,0,Power Unit
2018,4,mercedes,25,Finished
2018,4,ferrari,18,Finished
2018,4,force_india,15,Finished
2018,4,ferrari,12,Finished
2018,4,renault,10,Finished
2018,4,sauber,8,Finished
2018,4,mclaren,6,Finished
2018,4,williams,4,Finished
2018,4,mclaren,2,Finished
2018,4,toro_rosso,1,Finished
2018,4,sauber,0,Finished
2018,4,toro_rosso,0,Finished
2018,4,haas,0,Finished
2018,4,mercedes,0,Puncture
2018,4,haas,0,Accident
2018,4,red_bull,0,Collision
2018,4,red_bull,0,Collision
2018,4,renault,0,Accident
2018,4,force_india,0,Collision
2018,4,williams,0,Collision
2019,4,mercedes,25,Finished
2019,4,mercedes,18,Finished
2019,4,ferrari,15,Finished
2019,4,red_bull,12,Finished
2019,4,ferrari,11,Finished
2019,4,racing_point,8,Finished
2019,4,mclaren,6,Finished
2019,4,mclaren,4,Finished
2019,4,racing_point,2,Finished
2019,4,alfa,1,+1 Lap
2019,4,toro_rosso,0,+1 Lap
2019,4,alfa,0,+1 Lap
2019,4,haas,0,+1 Lap
2019,4,renault,0,+1 Lap
2019,4,williams,0,+2 Laps
2019,4,williams,0,+2 Laps
2019,4,red_bull,0,Transmission
2019,4,haas,0,Brakes
2019,4,toro_rosso,0,Collision
2019,4,renault,0,Collision
2020,4,mercedes,25,Finished
2020,4,red_bull,19,Finished
2020,4,ferrari,15,Finished
2020,4,renault,12,Finished
2020,4,mclaren,10,Finished
2020,4,renault,8,Finished
2020,4,alphatauri,6,Finished
2020,4,red_bull,4,Finished
2020,4,racing_point,2,Finished
2020,4,ferrari,1,Finished
2020,4,mercedes,0,Finished
2020,4,williams,0,Finished
2020,4,mclaren,0,Finished
2020,4,alfa,0,Finished
2020,4,williams,0,Finished
2020,4,haas,0,Finished
2020,4,alfa,0,+1 Lap
2020,4,alphatauri,0,Accident
2020,4,haas,0,Collision
2020,4,racing_point,0,Power Unit
2021,4,mercedes,25,Finished
2021,4,red_bull,19,Finished
2021,4,mercedes,15,Finished
2021,4,ferrari,12,Finished
2021,4,red_bull,10,Finished
2021,4,mclaren,8,Finished
2021,4,ferrari,6,Finished
2021,4,mclaren,4,+1 Lap
2021,4,alpine,2,+1 Lap
2021,4,alphatauri,1,+1 Lap
2021,4,aston_martin,0,+1 Lap
2021,4,alfa,0,+1 Lap
2021,4,aston_martin,0,+1 Lap
2021,4,williams,0,+1 Lap
2021,4,alfa,0,+1 Lap
2021,4,williams,0,+1 Lap
2021,4,alpine,0,+1 Lap
2021,4,haas,0,+2 Laps
2021,4,haas,0,+2 Laps
2021,4,alphatauri,0,Electrical
2022,4,red_bull,26,Finished
2022,4,red_bull,18,Finished
2022,4,mclaren,15,Finished
2022,4,mercedes,12,Finished
2022,4,alfa,10,Finished
2022,4,ferrari,8,Finished
2022,4,alphatauri,6,Finished
2022,4,aston_martin,4,Finished
2022,4,haas,2,Finished
2022,4,aston_martin,1,+1 Lap
2022,4,williams,0,+1 Lap
2022,4,alphatauri,0,+1 Lap
2022,4,mercedes,0,+1 Lap
2022,4,alpine,0,+1 Lap
2022,4,alfa,0,+1 Lap
2022,4,williams,0,+1 Lap
2022,4,haas,0,+1 Lap
2022,4,mclaren,0,+1 Lap
2022,4,alpine,0,Collision damage
2022,4,ferrari,0,Collision
2010,5,red_bull,25,Finished
2010,5,ferrari,18,Finished
2010,5,red_bull,15,Finished
2010,5,mercedes,12,Finished
2010,5,mclaren,10,Finished
2010,5,ferrari,8,Finished
2010,5,force_india,6,Finished
2010,5,renault,4,Finished
2010,5,williams,2,+1 Lap
2010,5,toro_rosso,1,+1 Lap
2010,5,renault,0,+1 Lap
2010,5,sauber,0,+1 Lap
2010,5,mercedes,0,+1 Lap
2010,5,mclaren,0,Puncture
2010,5,force_india,0,Engine
2010,5,williams,0,+2 Laps
2010,5,lotus_racing,0,+3 Laps
2010,5,virgin,0,+3 Laps
2010,5,virgin,0,+4 Laps
2010,5,toro_rosso,0,Hydraulics
2010,5,hrt,0,Suspension
2010,5,sauber,0,Collision
2010,5,hrt,0,Accident
2010,5,lotus_racing,0,Gearbox
2011,5,red_bull,25,Finished
2011,5,mclaren,18,Finished
2011,5,mclaren,15,Finished
2011,5,red_bull,12,Finished
2011,5,ferrari,10,+1 Lap
2011,5,mercedes,8,+1 Lap
2011,5,mercedes,6,+1 Lap
2011,5,renault,4,+1 Lap
2011,5,sauber,2,+1 Lap
2011,5,sauber,1,+1 Lap
2011,5,renault,0,+1 Lap
2011,5,force_india,0,+1 Lap
2011,5,force_india,0,+1 Lap
2011,5,toro_rosso,0,+1 Lap
2011,5,williams,0,+1 Lap
2011,5,toro_rosso,0,+2 Laps
2011,5,williams,0,+2 Laps
2011,5,lotus_racing,0,+2 Laps
2011,5,virgin,0,+3 Laps
2011,5,virgin,0,+4 Laps
2011,5,hrt,0,+5 Laps
2011,5,ferrari,0,Gearbox
2011,5,lotus_racing,0,Accident
2011,5,hrt,0,Gearbox
2012,5,williams,25,Finished
2012,5,ferrari,18,Finished
2012,5,lotus_f1,15,Finished
2012,5,lotus_f1,12,Finished
2012,5,sauber,10,Finished
2012,5,red_bull,8,Finished
2012,5,mercedes,6,Finished
2012,5,mclaren,4,Finished
2012,5,mclaren,2,Finished
2012,5,force_india,1,+1 Lap
2012,5,red_bull,0,+1 Lap
2012,5,toro_rosso,0,+1 Lap
2012,5,toro_rosso,0,+1 Lap
2012,5,force_india,0,+1 Lap
2012,5,ferrari,0,+1 Lap
2012,5,caterham,0,+1 Lap
2012,5,caterham,0,+1 Lap
2012,5,marussia,0,+2 Laps
2012,5,hrt,0,+3 Laps
2012,5,sauber,0,Wheel nut
2012,5,marussia,0,Mechanical
2012,5,hrt,0,Mechanical
2012,5,williams,0,Collision
2012,5,mercedes,0,Collision
2013,5,ferrari,25,Finished
2013,5,lotus_f1,18,Finished
2013,5,ferrari,15,Finished
2013,5,red_bull,12,Finished
2013,5,red_bull,10,Finished
2013,5,mercedes,8,Finished
2013,5,force_india,6,Finished
2013,5,mclaren,4,Finished
2013,5,mclaren,2,Finished
2013,5,toro_rosso,1,+1 Lap
2013,5,sauber,0,+1 Lap
2013,5,mercedes,0,+1 Lap
2013,5,force_india,0,+1 Lap
2013,5,williams,0,+1 Lap
2013,5,sauber,0,+1 Lap
2013,5,williams,0,+1 Lap
2013,5,caterham,0,+1 Lap
2013,5,marussia,0,+2 Laps
2013,5,marussia,0,+2 Laps
2013,5,toro_rosso,0,Accident
2013,5,caterham,0,Wheel
2013,5,lotus_f1,0,Suspension
2014,5,mercedes,25,Finished
2014,5,mercedes,18,Finished
2014,5,red_bull,15,Finished
2014,5,red_bull,12,Finished
2014,5,williams,10,Finished
2014,5,ferrari,8,Finished
2014,5,ferrari,6,+1 Lap
2014,5,lotus_f1,4,+1 Lap
2014,5,force_india,2,+1 Lap
2014,5,force_india,1,+1 Lap
2014,5,mclaren,0,+1 Lap
2014,5,mclaren,0,+1 Lap
2014,5,williams,0,+1 Lap
2014,5,toro_rosso,0,+1 Lap
2014,5,lotus_f1,0,+1 Lap
2014,5,sauber,0,+1 Lap
2014,5,sauber,0,+1 Lap
2014,5,marussia,0,+2 Laps
2014,5,marussia,0,+2 Laps
2014,5,caterham,0,+2 Laps
2014,5,caterham,0,Brakes
2014,5,toro_rosso,0,Exhaust
2015,5,mercedes,25,Finished
2015,5,mercedes,18,Finished
2015,5,ferrari,15,Finished
2015,5,williams,12,Finished
2015,5,ferrari,10,Finished
2015,5,williams,8,Finished
2015,5,red_bull,6,+1 Lap
2015,5,lotus_f1,4,+1 Lap
2015,5,toro_rosso,2,+1 Lap
2015,5,red_bull,1,+1 Lap
2015,5,toro_rosso,0,+1 Lap
2015,5,sauber,0,+1 Lap
2015,5,force_india,0,+1 Lap
2015,5,sauber,0,+1 Lap
2015,5,force_india,0,+1 Lap
2015,5,mclaren,0,+1 Lap
2015,5,manor,0,+3 Laps
2015,5,manor,0,+4 Laps
2015,5,lotus_f1,0,Accident
2015,5,mclaren,0,Brakes
2016,5,red_bull,25,Finished
2016,5,ferrari,18,Finished
2016,5,ferrari,15,Finished
2016,5,red_bull,12,Finished
2016,5,williams,10,Finished
2016,5,toro_rosso,8,Finished
2016,5,force_india,6,Finished
2016,5,williams,4,Finished
2016,5,mclaren,2,+1 Lap
2016,5,toro_rosso,1,+1 Lap
2016,5,haas,0,+1 Lap
2016,5,sauber,0,+1 Lap
2016,5,renault,0,+1 Lap
2016,5,renault,0,+1 Lap
2016,5,sauber,0,+1 Lap
2016,5,manor,0,+1 Lap
2016,5,manor,0,+1 Lap
2016,5,haas,0,Engine
2016,5,mclaren,0,Engine
2016,5,force_india,0,Engine
2016,5,mercedes,0,Collision
2016,5,mercedes,0,Collision
2017,5,mercedes,25,Finished
2017,5,ferrari,18,Finished
2017,5,red_bull,15,Finished
2017,5,force_india,12,+1 Lap
2017,5,force_india,10,+1 Lap
2017,5,renault,8,+1 Lap
2017,5,toro_rosso,6,+1 Lap
2017,5,sauber,4,+1 Lap
2017,5,toro_rosso,2,+1 Lap
2017,5,haas,1,+1 Lap
2017,5,sauber,0,+2 Laps
2017,5,mclaren,0,+2 Laps
2017,5,williams,0,+2 Laps
2017,5,haas,0,+2 Laps
2017,5,renault,0,+2 Laps
2017,5,williams,0,+2 Laps
2017,5,mercedes,0,Power Unit
2017,5,mclaren,0,Collision
2017,5,red_bull,0,Collision damage
2017,5,ferrari,0,Collision damage
2018,5,mercedes,25,Finished
2018,5,mercedes,18,Finished
2018,5,red_bull,15,Finished
2018,5,ferrari,12,Finished
2018,5,red_bull,10,Finished
2018,5,haas,8,+1 Lap
2018,5,renault,6,+1 Lap
2018,5,mclaren,4,+1 Lap
2018,5,force_india,2,+2 Laps
2018,5,sauber,1,+2 Laps
2018,5,williams,0,+2 Laps
2018,5,toro_rosso,0,+2 Laps
2018,5,sauber,0,+2 Laps
2018,5,williams,0,+3 Laps
2018,5,mclaren,0,Gearbox
2018,5,force_india,0,Oil leak
2018,5,ferrari,0,Turbo
2018,5,haas,0,Collision
2018,5,toro_rosso,0,Collision
2018,5,renault,0,Collision
2019,5,mercedes,26,Finished
2019,5,mercedes,18,Finished
2019,5,red_bull,15,Finished
2019,5,ferrari,12,Finished
2019,5,ferrari,10,Finished
2019,5,red_bull,8,Finished
2019,5,haas,6,Finished
2019,5,mclaren,4,Finished
2019,5,toro_rosso,2,Finished
2019,5,haas,1,Finished
2019,5,toro_rosso,0,Finished
2019,5,renault,0,Finished
2019,5,renault,0,Finished
2019,5,alfa,0,Finished
2019,5,racing_point,0,Finished
2019,5,alfa,0,Finished
2019,5,williams,0,+1 Lap
2019,5,williams,0,+1 Lap
2019,5,racing_point,0,Collision
2019,5,mclaren,0,Collision
2020,5,red_bull,25,Finished
2020,5,mercedes,19,Finished
2020,5,mercedes,15,Finished
2020,5,ferrari,12,Finished
2020,5,red_bull,10,Finished
2020,5,racing_point,8,Finished
2020,5,racing_point,6,Finished
2020,5,renault,4,Finished
2020,5,mclaren,2,Finished
2020,5,alphatauri,1,Finished
2020,5,alphatauri,0,Finished
2020,5,ferrari,0,Finished
2020,5,mclaren,0,Finished
2020,5,renault,0,+1 Lap
2020,5,alfa,0,+1 Lap
2020,5,haas,0,+1 Lap
2020,5,alfa,0,+1 Lap
2020,5,williams,0,+1 Lap
2020,5,williams,0,+1 Lap
2020,5,haas,0,Retired
2021,5,red_bull,25,Finished
2021,5,ferrari,18,Finished
2021,5,mclaren,15,Finished
2021,5,red_bull,12,Finished
2021,5,aston_martin,10,Finished
2021,5,alphatauri,8,Finished
2021,5,mercedes,7,Finished
2021,5,aston_martin,4,+1 Lap
2021,5,alpine,2,+1 Lap
2021,5,alfa,1,+1 Lap
2021,5,alfa,0,+1 Lap
2021,5,mclaren,0,+1 Lap
2021,5,alpine,0,+1 Lap
2021,5,williams,0,+1 Lap
2021,5,williams,0,+1 Lap
2021,5,alphatauri,0,+1 Lap
2021,5,haas,0,+3 Laps
2021,5,haas,0,+3 Laps
2021,5,mercedes,0,Wheel nut
2021,5,ferrari,0,Driveshaft
2022,5,red_bull,26,Finished
2022,5,ferrari,18,Finished
2022,5,ferrari,15,Finished
2022,5,red_bull,12,Finished
2022,5,mercedes,10,Finished
2022,5,mercedes,8,Finished
2022,5,alfa,6,Finished
2022,5,alpine,4,Finished
2022,5,williams,2,Finished
2022,5,aston_martin,1,Finished
2022,5,alpine,0,Finished
2022,5,alphatauri,0,Finished
2022,5,mclaren,0,Finished
2022,5,williams,0,Finished
2022,5,haas,0,Finished
2022,5,haas,0,Front wing
2022,5,aston_martin,0,Collision
2022,5,alphatauri,0,Suspension
2022,5,mclaren,0,Collision
2022,5,alfa,0,Water leak
2010,6,red_bull,25,Finished
2010,6,red_bull,18,Finished
2010,6,renault,15,Finished
2010,6,ferrari,12,Finished
2010,6,mclaren,10,Finished
2010,6,ferrari,8,Finished
2010,6,mercedes,6,Finished
2010,6,force_india,4,Finished
2010,6,force_india,2,Finished
2010,6,toro_rosso,1,Finished
2010,6,toro_rosso,0,Finished
2010,6,mercedes,0,Finished
2010,6,renault,0,Brakes
2010,6,hrt,0,Collision
2010,6,lotus_racing,0,Collision
2010,6,lotus_racing,0,Steering
2010,6,hrt,0,Hydraulics
2010,6,williams,0,Suspension
2010,6,sauber,0,Gearbox
2010,6,virgin,0,Wheel
2010,6,virgin,0,Track rod
2010,6,sauber,0,Hydraulics
2010,6,mclaren,0,Engine
2010,6,williams,0,Front wing
2011,6,red_bull,25,Finished
2011,6,ferrari,18,Finished
2011,6,mclaren,15,Finished
2011,6,red_bull,12,Finished
2011,6,sauber,10,Finished
2011,6,mclaren,8,Finished
2011,6,force_india,6,+1 Lap
2011,6,renault,4,+1 Lap
2011,6,williams,2,+1 Lap
2011,6,toro_rosso,1,+1 Lap
2011,6,mercedes,0,+2 Laps
2011,6,force_india,0,+2 Laps
2011,6,lotus_racing,0,+2 Laps
2011,6,lotus_racing,0,+2 Laps
2011,6,virgin,0,+3 Laps
2011,6,hrt,0,+3 Laps
2011,6,hrt,0,+4 Laps
2011,6,williams,0,Accident
2011,6,renault,0,Collision
2011,6,toro_rosso,0,Collision
2011,6,ferrari,0,Accident
2011,6,mercedes,0,Engine
2011,6,virgin,0,Suspension
2011,6,sauber,0,Injury
2012,6,red_bull,25,Finished
2012,6,mercedes,18,Finished
2012,6,ferrari,15,Finished
2012,6,red_bull,12,Finished
2012,6,mclaren,10,Finished
2012,6,ferrari,8,Finished
2012,6,force_india,6,Finished
2012,6,force_india,4,Finished
2012,6,lotus_f1,2,Finished
2012,6,williams,1,Finished
2012,6,sauber,0,+1 Lap
2012,6,toro_rosso,0,+1 Lap
2012,6,caterham,0,+1 Lap
2012,6,marussia,0,+1 Lap
2012,6,hrt,0,+2 Laps
2012,6,mclaren,0,Collision
2012,6,toro_rosso,0,Retired
2012,6,marussia,0,Retired
2012,6,mercedes,0,Fuel pressure
2012,6,caterham,0,Electrical
2012,6,sauber,0,Accident
2012,6,hrt,0,Accident
2012,6,williams,0,Accident
2012,6,lotus_f1,0,Accident
2013,6,mercedes,25,Finished
2013,6,red_bull,18,Finished
2013,6,red_bull,15,Finished
2013,6,mercedes,12,Finished
2013,6,force_india,10,Finished
2013,6,mclaren,8,Finished
2013,6,ferrari,6,Finished
2013,6,toro_rosso,4,Finished
2013,6,force_india,2,Finished
2013,6,lotus_f1,1,Finished
2013,6,sauber,0,Finished
2013,6,williams,0,Finished
2013,6,sauber,0,Finished
2013,6,marussia,0,Finished
2013,6,caterham,0,Finished
2013,6,mclaren,0,Suspension
2013,6,lotus_f1,0,Collision
2013,6,toro_rosso,0,Collision
2013,6,marussia,0,Brakes
2013,6,williams,0,Collision
2013,6,ferrari,0,Accident
2013,6,caterham,0,Gearbox
2014,6,mercedes,25,Finished
2014,6,mercedes,18,Finished
2014,6,red_bull,15,Finished
2014,6,ferrari,12,Finished
2014,6,force_india,10,+1 Lap
2014,6,mclaren,8,+1 Lap
2014,6,williams,6,+1 Lap
2014,6,lotus_f1,4,+1 Lap
2014,6,marussia,2,+1 Lap
2014,6,mclaren,1,+1 Lap
2014,6,caterham,0,+1 Lap
2014,6,ferrari,0,+1 Lap
2014,6,caterham,0,+2 Laps
2014,6,marussia,0,+3 Laps
2014,6,sauber,0,Accident
2014,6,williams,0,Engine
2014,6,toro_rosso,0,Engine
2014,6,sauber,0,Accident
2014,6,toro_rosso,0,Mechanical
2014,6,red_bull,0,Turbo
2014,6,force_india,0,Collision
2014,6,lotus_f1,0,Withdrew
2015,6,mercedes,25,Finished
2015,6,ferrari,18,Finished
2015,6,mercedes,15,Finished
2015,6,red_bull,12,Finished
2015,6,red_bull,10,Finished
2015,6,ferrari,8,Finished
2015,6,force_india,6,Finished
2015,6,mclaren,4,Finished
2015,6,sauber,2,Finished
2015,6,toro_rosso,1,Finished
2015,6,force_india,0,Finished
2015,6,lotus_f1,0,Finished
2015,6,sauber,0,Finished
2015,6,williams,0,Finished
2015,6,williams,0,+1 Lap
2015,6,manor,0,+2 Laps
2015,6,manor,0,+2 Laps
2015,6,toro_rosso,0,Accident
2015,6,mclaren,0,Gearbox
2015,6,lotus_f1,0,Brakes
2016,6,mercedes,25,Finished
2016,6,red_bull,18,Finished
2016,6,force_india,15,Finished
2016,6,ferrari,12,Finished
2016,6,mclaren,10,Finished
2016,6,force_india,8,Finished
2016,6,mercedes,6,Finished
2016,6,toro_rosso,4,+1 Lap
2016,6,mclaren,2,+1 Lap
2016,6,williams,1,+1 Lap
2016,6,haas,0,+1 Lap
2016,6,williams,0,+1 Lap
2016,6,haas,0,+2 Laps
2016,6,manor,0,+2 Laps
2016,6,manor,0,+4 Laps
2016,6,sauber,0,Collision
2016,6,sauber,0,Retired
2016,6,red_bull,0,Accident
2016,6,renault,0,Retired
2016,6,toro_rosso,0,Accident
2016,6,ferrari,0,Accident
2016,6,renault,0,Accident
2017,6,ferrari,25,Finished
2017,6,ferrari,18,Finished
2017,6,red_bull,15,Finished
2017,6,mercedes,12,Finished
2017,6,red_bull,10,Finished
2017,6,toro_rosso,8,Finished
2017,6,mercedes,6,Finished
2017,6,haas,4,Finished
2017,6,williams,2,Finished
2017,6,haas,1,Finished
2017,6,renault,0,Finished
2017,6,force_india,0,Finished
2017,6,force_india,0,Finished
2017,6,toro_rosso,0,Collision damage
2017,6,williams,0,Brakes
2017,6,mclaren,0,Accident
2017,6,sauber,0,Accident
2017,6,mclaren,0,Collision damage
2017,6,sauber,0,Collision
2017,6,renault,0,Gearbox
2018,6,red_bull,25,Finished
2018,6,ferrari,18,Finished
2018,6,mercedes,15,Finished
2018,6,ferrari,12,Finished
2018,6,mercedes,10,Finished
2018,6,force_india,8,Finished
2018,6,toro_rosso,6,Finished
2018,6,renault,4,Finished
2018,6,red_bull,2,Finished
2018,6,renault,1,Finished
2018,6,sauber,0,Finished
2018,6,force_india,0,Finished
2018,6,haas,0,Finished
2018,6,mclaren,0,+1 Lap
2018,6,haas,0,+1 Lap
2018,6,williams,0,+1 Lap
2018,6,williams,0,+2 Laps
2018,6,sauber,0,Collision
2018,6,toro_rosso,0,Collision
2018,6,mclaren,0,Gearbox
2019,6,mercedes,25,Finished
2019,6,ferrari,18,Finished
2019,6,mercedes,15,Finished
2019,6,red_bull,12,Finished
2019,6,red_bull,11,Finished
2019,6,mclaren,8,Finished
2019,6,toro_rosso,6,Finished
2019,6,toro_rosso,4,Finished
2019,6,renault,2,Finished
2019,6,haas,1,Finished
2019,6,mclaren,0,Finished
2019,6,racing_point,0,+1 Lap
2019,6,renault,0,+1 Lap
2019,6,haas,0,+1 Lap
2019,6,williams,0,+1 Lap
2019,6,racing_point,0,+1 Lap
2019,6,alfa,0,+1 Lap
2019,6,williams,0,+1 Lap
2019,6,alfa,0,+2 Laps
2019,6,ferrari,0,Collision
2020,6,mercedes,25,Finished
2020,6,red_bull,18,Finished
2020,6,mercedes,16,Finished
2020,6,racing_point,12,+1 Lap
2020,6,racing_point,10,+1 Lap
2020,6,mclaren,8,+1 Lap
2020,6,ferrari,6,+1 Lap
2020,6,red_bull,4,+1 Lap
2020,6,alphatauri,2,+1 Lap
2020,6,mclaren,1,+1 Lap
2020,6,renault,0,+1 Lap
2020,6,alphatauri,0,+1 Lap
2020,6,renault,0,+1 Lap
2020,6,alfa,0,+1 Lap
2020,6,haas,0,+1 Lap
2020,6,alfa,0,+1 Lap
2020,6,williams,0,+1 Lap
2020,6,williams,0,+2 Laps
2020,6,haas,0,+2 Laps
2020,6,ferrari,0,Electronics
2021,6,red_bull,25,Finished
2021,6,aston_martin,18,Finished
2021,6,alphatauri,15,Finished
2021,6,ferrari,12,Finished
2021,6,mclaren,10,Finished
2021,6,alpine,8,Finished
2021,6,alphatauri,6,Finished
2021,6,ferrari,4,Finished
2021,6,mclaren,2,Finished
2021,6,alfa,1,Finished
2021,6,alfa,0,Finished
2021,6,mercedes,0,Finished
2021,6,haas,0,Finished
2021,6,haas,0,Finished
2021,6,mercedes,0,Finished
2021,6,williams,0,Finished
2021,6,williams,0,Gearbox
2021,6,red_bull,0,Accident
2021,6,aston_martin,0,Accident
2021,6,alpine,0,Turbo
2022,6,red_bull,25,Finished
2022,6,red_bull,19,Finished
2022,6,mercedes,15,Finished
2022,6,ferrari,12,Finished
2022,6,mercedes,10,Finished
2022,6,alfa,8,Finished
2022,6,alpine,6,Finished
2022,6,mclaren,4,Finished
2022,6,alpine,2,+1 Lap
2022,6,alphatauri,1,+1 Lap
2022,6,aston_martin,0,+1 Lap
2022,6,mclaren,0,+1 Lap
2022,6,alphatauri,0,+1 Lap
2022,6,haas,0,+1 Lap
2022,6,aston_martin,0,+1 Lap
2022,6,williams,0,+2 Laps
2022,6,haas,0,+2 Laps
2022,6,williams,0,+2 Laps
2022,6,alfa,0,Power loss
2022,6,ferrari,0,Turbo
2010,7,mclaren,25,Finished
